audio_fileNames,label_fileNames,acoustic_scene_label,events_label_list,preds
bus1_3.wav,bus1_3.jams,bus,"['keys', 'laughter', 'speech', 'cough', 'clearthroat', 'speech', 'cough', 'cough', 'keys', 'speech', 'phone', 'laughter', 'phone', 'cough']",bus
bus1_4.wav,bus1_4.jams,bus,['speech'],bus
bus1_5.wav,bus1_5.jams,bus,"['laughter', 'cough', 'laughter', 'clearthroat', 'laughter', 'clearthroat', 'clearthroat', 'clearthroat', 'cough']",bus
bus1_6.wav,bus1_6.jams,bus,"['cough', 'cough', 'laughter', 'speech', 'speech', 'keys', 'phone', 'clearthroat', 'phone', 'laughter', 'cough']",bus
bus1_7.wav,bus1_7.jams,bus,"['laughter', 'phone', 'clearthroat', 'keys', 'cough', 'speech', 'clearthroat', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'cough']",bus
bus1_8.wav,bus1_8.jams,bus,"['cough', 'cough', 'laughter', 'cough', 'clearthroat', 'phone', 'phone', 'clearthroat', 'speech', 'cough', 'cough', 'keys', 'laughter', 'clearthroat', 'speech', 'keys']",bus
bus1_9.wav,bus1_9.jams,bus,"['clearthroat', 'keys', 'laughter', 'phone', 'keys', 'phone', 'speech', 'cough', 'speech', 'laughter', 'laughter', 'clearthroat', 'clearthroat', 'keys', 'speech', 'speech', 'laughter', 'speech']",bus
bus1_downshift_0.wav,bus1_downshift_0.jams,bus,"['speech', 'laughter', 'keys', 'cough', 'speech', 'phone', 'speech', 'clearthroat', 'clearthroat', 'speech', 'laughter', 'speech', 'cough', 'speech', 'phone', 'cough']",bus
bus1_downshift_1.wav,bus1_downshift_1.jams,bus,"['phone', 'speech', 'laughter']",bus
bus1_downshift_2.wav,bus1_downshift_2.jams,bus,"['speech', 'speech', 'clearthroat', 'cough', 'clearthroat', 'speech', 'phone', 'laughter', 'cough', 'cough', 'laughter', 'cough', 'cough', 'speech']",bus
bus1_downshift_3.wav,bus1_downshift_3.jams,bus,"['keys', 'laughter', 'speech', 'cough', 'clearthroat', 'speech', 'cough', 'cough', 'keys', 'speech', 'phone', 'laughter', 'phone', 'cough']",bus
bus1_downshift_4.wav,bus1_downshift_4.jams,bus,['speech'],bus
bus1_downshift_5.wav,bus1_downshift_5.jams,bus,"['laughter', 'cough', 'laughter', 'clearthroat', 'laughter', 'clearthroat', 'clearthroat', 'clearthroat', 'cough']",bus
bus1_downshift_6.wav,bus1_downshift_6.jams,bus,"['cough', 'cough', 'laughter', 'speech', 'speech', 'keys', 'phone', 'clearthroat', 'phone', 'laughter', 'cough']",bus
bus1_downshift_7.wav,bus1_downshift_7.jams,bus,"['laughter', 'phone', 'clearthroat', 'keys', 'cough', 'speech', 'clearthroat', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'cough']",bus
bus1_downshift_8.wav,bus1_downshift_8.jams,bus,"['cough', 'cough', 'laughter', 'cough', 'clearthroat', 'phone', 'phone', 'clearthroat', 'speech', 'cough', 'cough', 'keys', 'laughter', 'clearthroat', 'speech', 'keys']",bus
bus1_downshift_9.wav,bus1_downshift_9.jams,bus,"['clearthroat', 'keys', 'laughter', 'phone', 'keys', 'phone', 'speech', 'cough', 'speech', 'laughter', 'laughter', 'clearthroat', 'clearthroat', 'keys', 'speech', 'speech', 'laughter', 'speech']",bus
bus1_upshift_0.wav,bus1_upshift_0.jams,bus,"['speech', 'laughter', 'keys', 'cough', 'speech', 'phone', 'speech', 'clearthroat', 'clearthroat', 'speech', 'laughter', 'speech', 'cough', 'speech', 'phone', 'cough']",bus
bus1_upshift_1.wav,bus1_upshift_1.jams,bus,"['phone', 'speech', 'laughter']",bus
bus1_upshift_2.wav,bus1_upshift_2.jams,bus,"['speech', 'speech', 'clearthroat', 'cough', 'clearthroat', 'speech', 'phone', 'laughter', 'cough', 'cough', 'laughter', 'cough', 'cough', 'speech']",bus
bus1_upshift_3.wav,bus1_upshift_3.jams,bus,"['keys', 'laughter', 'speech', 'cough', 'clearthroat', 'speech', 'cough', 'cough', 'keys', 'speech', 'phone', 'laughter', 'phone', 'cough']",bus
bus1_upshift_4.wav,bus1_upshift_4.jams,bus,['speech'],bus
bus1_upshift_5.wav,bus1_upshift_5.jams,bus,"['laughter', 'cough', 'laughter', 'clearthroat', 'laughter', 'clearthroat', 'clearthroat', 'clearthroat', 'cough']",bus
bus1_upshift_6.wav,bus1_upshift_6.jams,bus,"['cough', 'cough', 'laughter', 'speech', 'speech', 'keys', 'phone', 'clearthroat', 'phone', 'laughter', 'cough']",bus
bus1_upshift_7.wav,bus1_upshift_7.jams,bus,"['laughter', 'phone', 'clearthroat', 'keys', 'cough', 'speech', 'clearthroat', 'clearthroat', 'phone', 'clearthroat', 'clearthroat', 'cough']",bus
bus1_upshift_8.wav,bus1_upshift_8.jams,bus,"['cough', 'cough', 'laughter', 'cough', 'clearthroat', 'phone', 'phone', 'clearthroat', 'speech', 'cough', 'cough', 'keys', 'laughter', 'clearthroat', 'speech', 'keys']",bus
bus1_upshift_9.wav,bus1_upshift_9.jams,bus,"['clearthroat', 'keys', 'laughter', 'phone', 'keys', 'phone', 'speech', 'cough', 'speech', 'laughter', 'laughter', 'clearthroat', 'clearthroat', 'keys', 'speech', 'speech', 'laughter', 'speech']",bus
bus2_0.wav,bus2_0.jams,bus,['clearthroat'],bus
bus2_1.wav,bus2_1.jams,bus,"['phone', 'cough', 'phone', 'cough', 'clearthroat']",bus
bus2_2.wav,bus2_2.jams,bus,"['speech', 'cough', 'clearthroat', 'speech', 'laughter', 'speech', 'clearthroat', 'cough', 'clearthroat', 'phone', 'keys', 'phone', 'phone', 'phone', 'laughter']",bus
bus2_3.wav,bus2_3.jams,bus,"['speech', 'clearthroat', 'speech', 'keys']",bus
bus2_4.wav,bus2_4.jams,bus,"['keys', 'clearthroat', 'cough', 'laughter', 'phone', 'phone', 'cough', 'laughter', 'cough', 'keys', 'speech', 'keys', 'speech']",bus
bus2_5.wav,bus2_5.jams,bus,"['laughter', 'speech', 'speech', 'phone', 'cough', 'laughter', 'phone', 'clearthroat', 'phone', 'phone', 'keys', 'keys', 'cough', 'phone', 'keys', 'laughter']",bus
bus2_6.wav,bus2_6.jams,bus,"['phone', 'clearthroat', 'keys', 'clearthroat', 'clearthroat', 'cough', 'phone']",bus
bus2_7.wav,bus2_7.jams,bus,"['clearthroat', 'speech', 'speech', 'cough', 'keys', 'speech', 'phone', 'laughter', 'cough', 'keys', 'cough', 'clearthroat', 'speech', 'phone', 'cough', 'phone', 'laughter', 'laughter', 'cough']",bus
bus2_8.wav,bus2_8.jams,bus,"['phone', 'clearthroat', 'keys', 'speech', 'keys', 'speech']",bus
bus2_9.wav,bus2_9.jams,bus,"['speech', 'phone', 'laughter', 'keys', 'speech', 'keys', 'keys', 'clearthroat', 'speech', 'laughter', 'speech', 'laughter', 'clearthroat', 'phone', 'phone', 'cough', 'laughter']",bus
bus2_downshift_0.wav,bus2_downshift_0.jams,bus,['clearthroat'],bus
bus2_downshift_1.wav,bus2_downshift_1.jams,bus,"['phone', 'cough', 'phone', 'cough', 'clearthroat']",park
bus2_downshift_2.wav,bus2_downshift_2.jams,bus,"['speech', 'cough', 'clearthroat', 'speech', 'laughter', 'speech', 'clearthroat', 'cough', 'clearthroat', 'phone', 'keys', 'phone', 'phone', 'phone', 'laughter']",bus
bus2_downshift_3.wav,bus2_downshift_3.jams,bus,"['speech', 'clearthroat', 'speech', 'keys']",bus
bus2_downshift_4.wav,bus2_downshift_4.jams,bus,"['keys', 'clearthroat', 'cough', 'laughter', 'phone', 'phone', 'cough', 'laughter', 'cough', 'keys', 'speech', 'keys', 'speech']",bus
bus2_downshift_5.wav,bus2_downshift_5.jams,bus,"['laughter', 'speech', 'speech', 'phone', 'cough', 'laughter', 'phone', 'clearthroat', 'phone', 'phone', 'keys', 'keys', 'cough', 'phone', 'keys', 'laughter']",bus
bus2_downshift_6.wav,bus2_downshift_6.jams,bus,"['phone', 'clearthroat', 'keys', 'clearthroat', 'clearthroat', 'cough', 'phone']",bus
bus2_downshift_7.wav,bus2_downshift_7.jams,bus,"['clearthroat', 'speech', 'speech', 'cough', 'keys', 'speech', 'phone', 'laughter', 'cough', 'keys', 'cough', 'clearthroat', 'speech', 'phone', 'cough', 'phone', 'laughter', 'laughter', 'cough']",bus
bus2_downshift_8.wav,bus2_downshift_8.jams,bus,"['phone', 'clearthroat', 'keys', 'speech', 'keys', 'speech']",bus
bus2_downshift_9.wav,bus2_downshift_9.jams,bus,"['speech', 'phone', 'laughter', 'keys', 'speech', 'keys', 'keys', 'clearthroat', 'speech', 'laughter', 'speech', 'laughter', 'clearthroat', 'phone', 'phone', 'cough', 'laughter']",bus
bus2_upshift_0.wav,bus2_upshift_0.jams,bus,['clearthroat'],bus
bus2_upshift_1.wav,bus2_upshift_1.jams,bus,"['phone', 'cough', 'phone', 'cough', 'clearthroat']",bus
bus2_upshift_2.wav,bus2_upshift_2.jams,bus,"['speech', 'cough', 'clearthroat', 'speech', 'laughter', 'speech', 'clearthroat', 'cough', 'clearthroat', 'phone', 'keys', 'phone', 'phone', 'phone', 'laughter']",bus
bus2_upshift_3.wav,bus2_upshift_3.jams,bus,"['speech', 'clearthroat', 'speech', 'keys']",bus
bus2_upshift_4.wav,bus2_upshift_4.jams,bus,"['keys', 'clearthroat', 'cough', 'laughter', 'phone', 'phone', 'cough', 'laughter', 'cough', 'keys', 'speech', 'keys', 'speech']",bus
bus2_upshift_5.wav,bus2_upshift_5.jams,bus,"['laughter', 'speech', 'speech', 'phone', 'cough', 'laughter', 'phone', 'clearthroat', 'phone', 'phone', 'keys', 'keys', 'cough', 'phone', 'keys', 'laughter']",bus
bus2_upshift_6.wav,bus2_upshift_6.jams,bus,"['phone', 'clearthroat', 'keys', 'clearthroat', 'clearthroat', 'cough', 'phone']",bus
bus2_upshift_7.wav,bus2_upshift_7.jams,bus,"['clearthroat', 'speech', 'speech', 'cough', 'keys', 'speech', 'phone', 'laughter', 'cough', 'keys', 'cough', 'clearthroat', 'speech', 'phone', 'cough', 'phone', 'laughter', 'laughter', 'cough']",bus
bus2_upshift_8.wav,bus2_upshift_8.jams,bus,"['phone', 'clearthroat', 'keys', 'speech', 'keys', 'speech']",bus
bus2_upshift_9.wav,bus2_upshift_9.jams,bus,"['speech', 'phone', 'laughter', 'keys', 'speech', 'keys', 'keys', 'clearthroat', 'speech', 'laughter', 'speech', 'laughter', 'clearthroat', 'phone', 'phone', 'cough', 'laughter']",bus
bus3_0.wav,bus3_0.jams,bus,"['cough', 'clearthroat', 'speech', 'clearthroat', 'laughter', 'phone', 'clearthroat', 'laughter', 'speech']",bus
bus3_1.wav,bus3_1.jams,bus,"['clearthroat', 'phone', 'cough', 'clearthroat', 'cough', 'cough', 'cough', 'keys', 'phone', 'speech', 'phone', 'cough', 'cough']",tube
bus3_2.wav,bus3_2.jams,bus,"['clearthroat', 'speech']",bus
bus3_3.wav,bus3_3.jams,bus,"['phone', 'laughter', 'laughter', 'keys', 'keys', 'laughter', 'clearthroat']",bus
bus3_4.wav,bus3_4.jams,bus,"['laughter', 'clearthroat', 'laughter', 'speech', 'laughter', 'keys', 'clearthroat', 'cough', 'laughter', 'laughter', 'keys', 'keys', 'cough', 'keys', 'laughter', 'laughter']",tube
bus3_5.wav,bus3_5.jams,bus,"['laughter', 'phone', 'speech', 'phone', 'clearthroat', 'clearthroat', 'laughter', 'clearthroat']",tube
bus3_6.wav,bus3_6.jams,bus,"['laughter', 'keys', 'laughter', 'cough', 'cough', 'keys', 'clearthroat', 'speech', 'clearthroat', 'keys', 'phone', 'clearthroat', 'keys', 'laughter', 'cough', 'keys', 'cough', 'cough', 'speech']",bus
bus3_7.wav,bus3_7.jams,bus,"['cough', 'clearthroat', 'speech', 'clearthroat', 'phone', 'cough', 'phone', 'phone', 'cough', 'laughter', 'laughter', 'keys', 'phone', 'speech', 'keys', 'clearthroat', 'speech', 'keys', 'clearthroat', 'laughter']",tube
bus3_8.wav,bus3_8.jams,bus,"['clearthroat', 'clearthroat', 'laughter', 'keys', 'laughter', 'keys', 'cough', 'speech', 'speech', 'cough', 'keys', 'cough', 'clearthroat', 'speech', 'clearthroat']",bus
bus3_9.wav,bus3_9.jams,bus,"['clearthroat', 'speech']",bus
bus3_downshift_0.wav,bus3_downshift_0.jams,bus,"['cough', 'clearthroat', 'speech', 'clearthroat', 'laughter', 'phone', 'clearthroat', 'laughter', 'speech']",bus
bus3_downshift_1.wav,bus3_downshift_1.jams,bus,"['clearthroat', 'phone', 'cough', 'clearthroat', 'cough', 'cough', 'cough', 'keys', 'phone', 'speech', 'phone', 'cough', 'cough']",bus
bus3_downshift_2.wav,bus3_downshift_2.jams,bus,"['clearthroat', 'speech']",bus
bus3_downshift_3.wav,bus3_downshift_3.jams,bus,"['phone', 'laughter', 'laughter', 'keys', 'keys', 'laughter', 'clearthroat']",bus
bus3_downshift_4.wav,bus3_downshift_4.jams,bus,"['laughter', 'clearthroat', 'laughter', 'speech', 'laughter', 'keys', 'clearthroat', 'cough', 'laughter', 'laughter', 'keys', 'keys', 'cough', 'keys', 'laughter', 'laughter']",bus
bus3_downshift_5.wav,bus3_downshift_5.jams,bus,"['laughter', 'phone', 'speech', 'phone', 'clearthroat', 'clearthroat', 'laughter', 'clearthroat']",bus
bus3_downshift_6.wav,bus3_downshift_6.jams,bus,"['laughter', 'keys', 'laughter', 'cough', 'cough', 'keys', 'clearthroat', 'speech', 'clearthroat', 'keys', 'phone', 'clearthroat', 'keys', 'laughter', 'cough', 'keys', 'cough', 'cough', 'speech']",bus
bus3_downshift_7.wav,bus3_downshift_7.jams,bus,"['cough', 'clearthroat', 'speech', 'clearthroat', 'phone', 'cough', 'phone', 'phone', 'cough', 'laughter', 'laughter', 'keys', 'phone', 'speech', 'keys', 'clearthroat', 'speech', 'keys', 'clearthroat', 'laughter']",bus
bus3_downshift_8.wav,bus3_downshift_8.jams,bus,"['clearthroat', 'clearthroat', 'laughter', 'keys', 'laughter', 'keys', 'cough', 'speech', 'speech', 'cough', 'keys', 'cough', 'clearthroat', 'speech', 'clearthroat']",bus
bus3_downshift_9.wav,bus3_downshift_9.jams,bus,"['clearthroat', 'speech']",bus
bus3_upshift_0.wav,bus3_upshift_0.jams,bus,"['cough', 'clearthroat', 'speech', 'clearthroat', 'laughter', 'phone', 'clearthroat', 'laughter', 'speech']",bus
bus3_upshift_1.wav,bus3_upshift_1.jams,bus,"['clearthroat', 'phone', 'cough', 'clearthroat', 'cough', 'cough', 'cough', 'keys', 'phone', 'speech', 'phone', 'cough', 'cough']",park
bus3_upshift_2.wav,bus3_upshift_2.jams,bus,"['clearthroat', 'speech']",bus
bus3_upshift_3.wav,bus3_upshift_3.jams,bus,"['phone', 'laughter', 'laughter', 'keys', 'keys', 'laughter', 'clearthroat']",park
bus3_upshift_4.wav,bus3_upshift_4.jams,bus,"['laughter', 'clearthroat', 'laughter', 'speech', 'laughter', 'keys', 'clearthroat', 'cough', 'laughter', 'laughter', 'keys', 'keys', 'cough', 'keys', 'laughter', 'laughter']",park
bus3_upshift_5.wav,bus3_upshift_5.jams,bus,"['laughter', 'phone', 'speech', 'phone', 'clearthroat', 'clearthroat', 'laughter', 'clearthroat']",park
bus3_upshift_6.wav,bus3_upshift_6.jams,bus,"['laughter', 'keys', 'laughter', 'cough', 'cough', 'keys', 'clearthroat', 'speech', 'clearthroat', 'keys', 'phone', 'clearthroat', 'keys', 'laughter', 'cough', 'keys', 'cough', 'cough', 'speech']",bus
bus3_upshift_7.wav,bus3_upshift_7.jams,bus,"['cough', 'clearthroat', 'speech', 'clearthroat', 'phone', 'cough', 'phone', 'phone', 'cough', 'laughter', 'laughter', 'keys', 'phone', 'speech', 'keys', 'clearthroat', 'speech', 'keys', 'clearthroat', 'laughter']",bus
bus3_upshift_8.wav,bus3_upshift_8.jams,bus,"['clearthroat', 'clearthroat', 'laughter', 'keys', 'laughter', 'keys', 'cough', 'speech', 'speech', 'cough', 'keys', 'cough', 'clearthroat', 'speech', 'clearthroat']",park
bus3_upshift_9.wav,bus3_upshift_9.jams,bus,"['clearthroat', 'speech']",bus
bus4_0.wav,bus4_0.jams,bus,"['clearthroat', 'speech']",bus
bus4_1.wav,bus4_1.jams,bus,"['speech', 'speech', 'laughter', 'speech', 'laughter', 'cough', 'cough', 'keys', 'laughter', 'cough', 'clearthroat']",bus
bus4_2.wav,bus4_2.jams,bus,"['laughter', 'laughter', 'speech', 'keys', 'keys', 'clearthroat', 'clearthroat', 'keys', 'clearthroat', 'speech', 'speech', 'cough', 'speech', 'phone', 'phone', 'keys', 'cough', 'laughter']",bus
bus4_3.wav,bus4_3.jams,bus,"['laughter', 'cough', 'clearthroat', 'laughter', 'speech', 'clearthroat', 'clearthroat', 'cough', 'clearthroat', 'cough', 'cough', 'keys', 'speech', 'phone', 'cough', 'cough', 'clearthroat', 'cough', 'laughter', 'keys']",bus
bus4_4.wav,bus4_4.jams,bus,"['laughter', 'cough', 'clearthroat', 'phone', 'speech', 'cough', 'keys']",bus
bus4_5.wav,bus4_5.jams,bus,"['laughter', 'speech', 'speech', 'laughter', 'phone', 'laughter', 'clearthroat', 'keys', 'keys', 'clearthroat', 'cough', 'laughter', 'speech', 'cough', 'phone']",bus
bus4_6.wav,bus4_6.jams,bus,"['laughter', 'speech', 'clearthroat']",bus
bus4_7.wav,bus4_7.jams,bus,"['phone', 'phone', 'phone', 'phone', 'speech', 'keys', 'laughter', 'cough', 'clearthroat', 'phone', 'cough', 'cough', 'laughter']",bus
bus4_8.wav,bus4_8.jams,bus,"['keys', 'keys', 'clearthroat', 'clearthroat', 'phone', 'speech', 'keys', 'cough', 'keys', 'clearthroat', 'phone', 'speech', 'speech', 'clearthroat']",bus
bus4_9.wav,bus4_9.jams,bus,"['clearthroat', 'laughter', 'keys', 'speech', 'keys', 'clearthroat', 'cough', 'speech', 'cough']",bus
bus4_downshift_0.wav,bus4_downshift_0.jams,bus,"['clearthroat', 'speech']",bus
bus4_downshift_1.wav,bus4_downshift_1.jams,bus,"['speech', 'speech', 'laughter', 'speech', 'laughter', 'cough', 'cough', 'keys', 'laughter', 'cough', 'clearthroat']",bus
bus4_downshift_2.wav,bus4_downshift_2.jams,bus,"['laughter', 'laughter', 'speech', 'keys', 'keys', 'clearthroat', 'clearthroat', 'keys', 'clearthroat', 'speech', 'speech', 'cough', 'speech', 'phone', 'phone', 'keys', 'cough', 'laughter']",bus
bus4_downshift_3.wav,bus4_downshift_3.jams,bus,"['laughter', 'cough', 'clearthroat', 'laughter', 'speech', 'clearthroat', 'clearthroat', 'cough', 'clearthroat', 'cough', 'cough', 'keys', 'speech', 'phone', 'cough', 'cough', 'clearthroat', 'cough', 'laughter', 'keys']",bus
bus4_downshift_4.wav,bus4_downshift_4.jams,bus,"['laughter', 'cough', 'clearthroat', 'phone', 'speech', 'cough', 'keys']",bus
bus4_downshift_5.wav,bus4_downshift_5.jams,bus,"['laughter', 'speech', 'speech', 'laughter', 'phone', 'laughter', 'clearthroat', 'keys', 'keys', 'clearthroat', 'cough', 'laughter', 'speech', 'cough', 'phone']",bus
bus4_downshift_6.wav,bus4_downshift_6.jams,bus,"['laughter', 'speech', 'clearthroat']",bus
bus4_downshift_7.wav,bus4_downshift_7.jams,bus,"['phone', 'phone', 'phone', 'phone', 'speech', 'keys', 'laughter', 'cough', 'clearthroat', 'phone', 'cough', 'cough', 'laughter']",bus
bus4_downshift_8.wav,bus4_downshift_8.jams,bus,"['keys', 'keys', 'clearthroat', 'clearthroat', 'phone', 'speech', 'keys', 'cough', 'keys', 'clearthroat', 'phone', 'speech', 'speech', 'clearthroat']",bus
bus4_downshift_9.wav,bus4_downshift_9.jams,bus,"['clearthroat', 'laughter', 'keys', 'speech', 'keys', 'clearthroat', 'cough', 'speech', 'cough']",bus
bus4_upshift_0.wav,bus4_upshift_0.jams,bus,"['clearthroat', 'speech']",bus
bus4_upshift_1.wav,bus4_upshift_1.jams,bus,"['speech', 'speech', 'laughter', 'speech', 'laughter', 'cough', 'cough', 'keys', 'laughter', 'cough', 'clearthroat']",bus
bus4_upshift_2.wav,bus4_upshift_2.jams,bus,"['laughter', 'laughter', 'speech', 'keys', 'keys', 'clearthroat', 'clearthroat', 'keys', 'clearthroat', 'speech', 'speech', 'cough', 'speech', 'phone', 'phone', 'keys', 'cough', 'laughter']",bus
bus4_upshift_3.wav,bus4_upshift_3.jams,bus,"['laughter', 'cough', 'clearthroat', 'laughter', 'speech', 'clearthroat', 'clearthroat', 'cough', 'clearthroat', 'cough', 'cough', 'keys', 'speech', 'phone', 'cough', 'cough', 'clearthroat', 'cough', 'laughter', 'keys']",bus
bus4_upshift_4.wav,bus4_upshift_4.jams,bus,"['laughter', 'cough', 'clearthroat', 'phone', 'speech', 'cough', 'keys']",bus
bus4_upshift_5.wav,bus4_upshift_5.jams,bus,"['laughter', 'speech', 'speech', 'laughter', 'phone', 'laughter', 'clearthroat', 'keys', 'keys', 'clearthroat', 'cough', 'laughter', 'speech', 'cough', 'phone']",bus
bus4_upshift_6.wav,bus4_upshift_6.jams,bus,"['laughter', 'speech', 'clearthroat']",bus
